cliente_id,edad,ingreso_anual_estimado,gasto_anual_total,frecuencia_compra_anual,meses_cliente,ticket_promedio,region
CLI-02752,45,14591942,1040580,5,56,208116,Valparaíso
CLI-02753,42,10649909,670433,57,9,11761,Valparaíso
CLI-02754,34,32762814,2780821,1,41,2780821,Metropolitana
CLI-02755,30,152069595,6182460,15,42,412164,Araucanía
CLI-02756,31,44301767,2614032,23,6,113653,Biobío
CLI-02757,22,88269547,3590524,20,18,179526,Metropolitana
CLI-02758,43,6219536,363339,9,38,40371,Antofagasta
CLI-02759,41,53875870,3604605,8,23,450575,Metropolitana
CLI-02760,34,42324116,3284670,1,11,3284670,Metropolitana
CLI-02761,35,28501895,1486562,1,47,1486562,Valparaíso
CLI-02762,21,19237513,969739,8,29,121217,Valparaíso
CLI-02763,29,3547319,220459,24,30,9185,Metropolitana
CLI-02764,40,119143160,3866774,8,4,483346,Biobío
CLI-02765,36,37737502,2493261,4,18,623315,Metropolitana
CLI-02766,29,145558755,6671025,9,22,741225,Valparaíso
CLI-02767,20,101049847,3822810,3,10,1274270,Metropolitana
CLI-02768,45,9663570,657092,1,45,657092,Metropolitana
CLI-02769,45,10635381,1012930,6,61,168821,Biobío
CLI-02770,30,44328654,1988643,12,33,165720,Biobío
CLI-02771,25,44008447,1698720,6,8,283120,Valparaíso
CLI-02772,31,14975545,809247,4,58,202311,Antofagasta
CLI-02773,40,28531263,1591792,5,14,318358,Antofagasta
CLI-02774,45,9610374,766807,2,53,383403,Antofagasta
CLI-02775,46,29759747,2132718,9,8,236968,Valparaíso
CLI-02776,24,23905223,881668,2,24,440834,Metropolitana
CLI-02777,28,26808297,2579892,3,21,859964,Antofagasta
CLI-02778,24,13917059,1072706,5,22,214541,Metropolitana
CLI-02779,35,21487389,899647,62,14,14510,Metropolitana
CLI-02780,25,62682834,2560051,7,25,365721,Metropolitana
CLI-02781,28,13024586,589294,8,10,73661,Valparaíso
CLI-02782,33,51033815,3474595,4,68,868648,Valparaíso
CLI-02783,39,14498349,1267879,8,64,158484,Araucanía
CLI-02784,40,100922993,5557958,11,54,505268,Valparaíso
CLI-02785,23,36244918,1223244,9,9,135916,Metropolitana
CLI-02786,46,51349902,2054852,18,35,114158,Valparaíso
CLI-02787,26,17561605,1267237,12,3,105603,Metropolitana
CLI-02788,36,17206043,697285,13,12,53637,Biobío
CLI-02789,32,14245711,1272337,8,4,159042,Metropolitana
CLI-02790,30,11960531,1136434,51,37,22283,Valparaíso
CLI-02791,45,13090596,820818,15,11,54721,Biobío
CLI-02792,29,21665922,1171467,5,9,234293,Antofagasta
CLI-02793,27,5379636,426130,3,30,142043,Metropolitana
CLI-02794,53,9389177,788460,3,7,262820,Metropolitana
CLI-02795,26,22929146,1074711,1,84,1074711,Valparaíso
CLI-02796,28,48261024,1758647,26,11,67640,Valparaíso
CLI-02797,31,65933610,3891239,4,75,972809,Metropolitana
CLI-02798,29,18437879,1499406,1,18,1499406,Antofagasta
CLI-02799,36,6781734,398473,1,16,398473,Metropolitana
CLI-02800,29,30577974,1498090,6,4,249681,Metropolitana
CLI-02801,32,46852458,3472159,1,75,3472159,Araucanía
CLI-02802,18,28415795,1364027,5,40,272805,Biobío
CLI-02803,32,39906285,1273468,2,5,636734,Biobío
CLI-02804,25,95204818,4546749,5,13,909349,Biobío
CLI-02805,42,15869042,1199532,1,11,1199532,Antofagasta
CLI-02806,46,36572916,3242708,1,26,3242708,Valparaíso
CLI-02807,18,89740459,3700170,5,27,740034,Metropolitana
CLI-02808,27,21443660,1272997,4,3,318249,Biobío
CLI-02809,35,8835332,807443,36,11,22428,Biobío
CLI-02810,38,11714332,1189485,1,58,1189485,Biobío
CLI-02811,27,25530805,865145,1,6,865145,Metropolitana
CLI-02812,44,57838166,2921459,7,35,417351,Metropolitana
CLI-02813,18,33592391,1131519,8,60,141439,Metropolitana
CLI-02814,24,84093679,3718589,10,23,371858,Valparaíso
CLI-02815,31,49012443,3088689,2,98,1544344,Antofagasta
CLI-02816,27,13259653,1167151,17,11,68655,Metropolitana
CLI-02817,39,20566424,627223,18,11,34845,Araucanía
CLI-02818,32,27971321,2100243,7,7,300034,Antofagasta
CLI-02819,22,33613287,1275326,1,14,1275326,Metropolitana
CLI-02820,35,27791157,1659038,7,63,237005,Antofagasta
CLI-02821,46,15999737,673890,7,10,96270,Biobío
CLI-02822,28,39228218,1482500,17,28,87205,Araucanía
CLI-02823,43,17028641,630065,9,67,70007,Metropolitana
CLI-02824,37,8729602,744729,8,120,93091,Valparaíso
CLI-02825,50,45329276,3296918,8,47,412114,Metropolitana
CLI-02826,24,55347811,3939461,2,23,1969730,Valparaíso
CLI-02827,25,164424938,4918583,8,38,614822,Metropolitana
CLI-02828,27,15474291,819990,19,23,43157,Metropolitana
CLI-02829,30,6645655,469916,11,5,42719,Metropolitana
CLI-02830,29,5903361,437924,23,18,19040,Biobío
CLI-02831,18,48967313,1868764,9,11,207640,Metropolitana
CLI-02832,32,65283821,2294883,5,7,458976,Antofagasta
CLI-02833,47,18889582,1512250,15,8,100816,Araucanía
CLI-02834,29,11811633,889779,5,3,177955,Metropolitana
CLI-02835,35,55472647,2058485,1,20,2058485,Metropolitana
CLI-02836,40,33703672,2657109,10,21,265710,Biobío
CLI-02837,18,11148485,484247,2,19,242123,Metropolitana
CLI-02838,38,22923171,2352959,4,30,588239,Antofagasta
CLI-02839,18,56124791,2026625,19,5,106664,Metropolitana
CLI-02840,37,18971625,929551,2,19,464775,Antofagasta
CLI-02841,33,50596741,1800569,29,35,62088,Metropolitana
CLI-02842,51,27969123,2073855,4,39,518463,Metropolitana
CLI-02843,47,33838229,2245954,3,16,748651,Metropolitana
CLI-02844,31,39430336,2024212,19,8,106537,Metropolitana
CLI-02845,31,80322784,3049581,32,37,95299,Metropolitana
CLI-02846,32,16740299,690329,24,4,28763,Metropolitana
CLI-02847,37,17405381,621630,1,51,621630,Antofagasta
CLI-02848,44,47716950,1960943,7,12,280134,Valparaíso
CLI-02849,36,39839276,1807797,10,23,180779,Metropolitana
CLI-02850,34,38602890,2123669,15,51,141577,Biobío
CLI-02851,50,19455950,1309959,14,52,93568,Biobío
CLI-02852,27,20998331,811639,22,15,36892,Metropolitana
CLI-02853,27,43678670,1813380,5,19,362676,Metropolitana
CLI-02854,18,33322209,2303682,1,9,2303682,Metropolitana
CLI-02855,42,37722006,1570578,23,4,68286,Biobío
CLI-02856,25,32571374,2448932,16,15,153058,Metropolitana
CLI-02857,41,30057500,1524907,14,9,108921,Biobío
CLI-02858,44,116981577,4203186,16,16,262699,Metropolitana
CLI-02859,31,65329908,2789102,1,44,2789102,Metropolitana
CLI-02860,32,45498990,2119060,34,39,62325,Valparaíso
CLI-02861,35,24615611,1043116,84,35,12418,Metropolitana
CLI-02862,30,16578149,994650,1,22,994650,Metropolitana
CLI-02863,46,49350243,2488342,10,19,248834,Metropolitana
CLI-02864,18,18847715,955736,11,16,86885,Metropolitana
CLI-02865,43,101808832,7695759,12,33,641313,Antofagasta
CLI-02866,20,10423430,446447,2,3,223223,Antofagasta
CLI-02867,33,47545450,2567331,10,47,256733,Antofagasta
CLI-02868,35,51254207,1922932,8,14,240366,Valparaíso
CLI-02869,52,9699330,531458,1,10,531458,Metropolitana
CLI-02870,26,23572888,1235838,3,52,411946,Metropolitana
CLI-02871,54,28527324,1070248,13,12,82326,Valparaíso
CLI-02872,32,22089605,812985,1,8,812985,Metropolitana
CLI-02873,31,38424485,2561568,9,18,284618,Metropolitana
CLI-02874,38,20718680,905424,6,19,150904,Metropolitana
CLI-02875,23,26267861,1171099,5,31,234219,Antofagasta
CLI-02876,57,29069812,1497851,2,7,748925,Metropolitana
CLI-02877,50,16005008,1272737,11,6,115703,Metropolitana
CLI-02878,34,77045458,6725209,1,4,6725209,Metropolitana
CLI-02879,45,15079450,917341,14,6,65524,Antofagasta
CLI-02880,40,6636508,600702,3,7,200234,Valparaíso
CLI-02881,20,119716162,5596250,2,23,2798125,Araucanía
CLI-02882,18,130119998,3977851,8,35,497231,Metropolitana
CLI-02883,25,23725326,909436,1,83,909436,Valparaíso
CLI-02884,31,123165209,4052338,21,10,192968,Valparaíso
CLI-02885,30,18777565,695159,1,11,695159,Biobío
CLI-02886,29,2728974,253679,1,12,253679,Araucanía
CLI-02887,18,11503290,888925,1,3,888925,Valparaíso
CLI-02888,31,113307440,5836484,15,31,389098,Biobío
CLI-02889,29,22628550,1359735,13,79,104595,Metropolitana
CLI-02890,53,42550899,2272200,18,22,126233,Metropolitana
CLI-02891,18,97444555,3111299,22,11,141422,Metropolitana
CLI-02892,34,14829155,667931,10,50,66793,Metropolitana
CLI-02893,35,48800927,1832334,1,10,1832334,Valparaíso
CLI-02894,35,19924497,1115779,6,11,185963,Metropolitana
CLI-02895,34,48903296,2316430,9,15,257381,Metropolitana
CLI-02896,49,38388940,1918785,8,19,239848,Metropolitana
CLI-02897,38,36985676,1240463,2,58,620231,Biobío
CLI-02898,32,56213552,3214605,8,51,401825,Antofagasta
CLI-02899,40,33507397,1252814,1,22,1252814,Araucanía
CLI-02900,35,32371721,1478783,3,63,492927,Metropolitana
CLI-02901,28,25875706,2247281,5,38,449456,Biobío
CLI-02902,32,7426349,357511,1,25,357511,Metropolitana
CLI-02903,49,140842257,8111408,8,43,1013926,Valparaíso
CLI-02904,53,64379394,2212374,5,5,442474,Metropolitana
CLI-02905,23,11905925,995763,6,41,165960,Metropolitana
CLI-02906,38,18955277,691312,1,67,691312,Valparaíso
CLI-02907,24,7650446,532161,15,8,35477,Biobío
CLI-02908,26,54377978,2097401,6,38,349566,Metropolitana
CLI-02909,44,17354252,1013382,1,10,1013382,Antofagasta
CLI-02910,40,18024777,1254964,7,6,179280,Araucanía
CLI-02911,26,7172729,464540,13,8,35733,Metropolitana
CLI-02912,19,4730474,354789,11,15,32253,Valparaíso
CLI-02913,41,18407752,1023743,33,120,31022,Metropolitana
CLI-02914,34,14700898,1428651,13,72,109896,Valparaíso
CLI-02915,31,82778993,2465859,1,12,2465859,Biobío
CLI-02916,35,25513408,1036903,2,10,518451,Metropolitana
CLI-02917,25,30372095,1834634,4,12,458658,Metropolitana
CLI-02918,23,79336286,3180190,2,3,1590095,Biobío
CLI-02919,31,11139727,759719,12,60,63309,Metropolitana
CLI-02920,38,64453140,3365276,1,19,3365276,Metropolitana
CLI-02921,22,25947884,899727,25,15,35989,Metropolitana
CLI-02922,37,40751177,2139780,1,120,2139780,Valparaíso
CLI-02923,18,35179656,1392398,3,21,464132,Araucanía
CLI-02924,34,19080713,1033034,17,4,60766,Metropolitana
CLI-02925,33,18365130,1079694,14,3,77121,Antofagasta
CLI-02926,33,122360830,5355195,1,36,5355195,Biobío
CLI-02927,32,24012669,2338090,10,15,233809,Antofagasta
CLI-02928,33,13753520,847347,9,26,94149,Valparaíso
CLI-02929,18,28396457,1834285,3,33,611428,Valparaíso
CLI-02930,46,18204719,889185,5,24,177837,Metropolitana
CLI-02931,29,74748852,3312448,1,42,3312448,Araucanía
CLI-02932,42,43042236,2221216,6,8,370202,Valparaíso
CLI-02933,22,54344371,2894506,3,22,964835,Antofagasta
CLI-02934,25,3459891,268892,3,110,89630,Metropolitana
CLI-02935,18,21211028,1880996,25,43,75239,Araucanía
CLI-02936,25,16064257,944635,1,22,944635,Metropolitana
CLI-02937,34,19858696,1327911,1,73,1327911,Metropolitana
CLI-02938,26,11519248,974078,28,39,34788,Metropolitana
CLI-02939,40,7895610,680062,14,74,48575,Biobío
CLI-02940,32,24005740,1254639,11,6,114058,Valparaíso
CLI-02941,18,13498536,872030,23,7,37914,Biobío
CLI-02942,32,35799206,3577236,6,13,596206,Metropolitana
CLI-02943,42,39466648,3054955,4,17,763738,Valparaíso
CLI-02944,35,5318249,220929,8,54,27616,Metropolitana
CLI-02945,28,6633517,364884,2,16,182442,Valparaíso
CLI-02946,37,84524680,3089969,15,19,205997,Metropolitana
CLI-02947,44,55095021,2002054,12,5,166837,Biobío
CLI-02948,46,20039570,1771763,5,29,354352,Antofagasta
CLI-02949,49,7940407,589555,4,52,147388,Metropolitana
CLI-02950,29,58588262,3068907,4,23,767226,Metropolitana
CLI-02951,38,43835490,1781356,8,51,222669,Metropolitana
CLI-02952,44,91272318,2842813,2,10,1421406,Metropolitana
CLI-02953,31,16408683,1391738,1,26,1391738,Metropolitana
CLI-02954,18,17996008,733295,19,10,38594,Metropolitana
CLI-02955,41,31623907,2037920,3,9,679306,Metropolitana
CLI-02956,23,50821353,2033119,5,13,406623,Valparaíso
CLI-02957,28,15989519,1574180,7,87,224882,Metropolitana
CLI-02958,37,30666110,1170948,5,22,234189,Antofagasta
CLI-02959,29,63174321,3584261,11,6,325841,Antofagasta
CLI-02960,34,49327771,2560382,11,14,232762,Biobío
CLI-02961,47,16448252,1060405,1,49,1060405,Antofagasta
CLI-02962,45,31621622,2180088,13,29,167699,Metropolitana
CLI-02963,33,39479953,1835229,5,6,367045,Metropolitana
CLI-02964,44,7093647,445450,9,7,49494,Biobío
CLI-02965,27,24051273,1502734,15,16,100182,Valparaíso
CLI-02966,33,61264344,2744040,10,11,274404,Valparaíso
CLI-02967,24,24856633,869756,13,43,66904,Araucanía
CLI-02968,35,33112922,3083158,5,46,616631,Metropolitana
CLI-02969,18,20339677,1483865,8,5,185483,Valparaíso
CLI-02970,29,22240428,1087041,6,32,181173,Metropolitana
CLI-02971,35,58476939,2376705,2,31,1188352,Biobío
CLI-02972,57,52919198,2259265,7,92,322752,Metropolitana
CLI-02973,40,9607099,494642,1,8,494642,Metropolitana
CLI-02974,39,94281628,3612184,6,8,602030,Biobío
CLI-02975,42,44418627,2851535,10,23,285153,Metropolitana
CLI-02976,30,45751100,2260028,3,88,753342,Metropolitana
CLI-02977,26,41568795,1551359,28,18,55405,Valparaíso
CLI-02978,38,41777202,1634717,3,5,544905,Metropolitana
CLI-02979,37,6001941,398611,2,39,199305,Antofagasta
CLI-02980,50,27766779,810814,10,14,81081,Metropolitana
CLI-02981,49,101932246,3912665,9,17,434740,Metropolitana
CLI-02982,18,183946041,7374226,5,79,1474845,Biobío
CLI-02983,54,47909840,1888558,6,33,314759,Metropolitana
CLI-02984,28,22973860,1829444,1,8,1829444,Antofagasta
CLI-02985,26,74504853,2812861,3,49,937620,Araucanía
CLI-02986,32,33724994,1596145,1,46,1596145,Metropolitana
CLI-02987,18,24266034,1851720,38,13,48729,Biobío
CLI-02988,36,4295239,436618,8,3,54577,Metropolitana
CLI-02989,44,52544852,3607565,16,32,225472,Metropolitana
CLI-02990,18,31018414,2338979,1,17,2338979,Metropolitana
CLI-02991,39,8383763,844524,27,11,31278,Metropolitana
CLI-02992,19,46563962,1721082,8,10,215135,Antofagasta
CLI-02993,44,11467604,746605,1,13,746605,Biobío
CLI-02994,26,28670184,1489860,3,10,496620,Metropolitana
CLI-02995,37,85670536,4713219,10,14,471321,Biobío
CLI-02996,29,62594167,2612067,7,6,373152,Metropolitana
CLI-02997,48,48861021,2137383,2,3,1068691,Araucanía
CLI-02998,39,9894600,933359,10,17,93335,Araucanía
CLI-02999,34,10667589,465464,18,5,25859,Metropolitana
CLI-03000,28,31756494,1271384,2,33,635692,Biobío
CLI-03001,38,22969285,836741,2,24,418370,Antofagasta
CLI-03002,29,25772693,901551,1,42,901551,Metropolitana
CLI-03003,26,23078560,1366349,1,27,1366349,Metropolitana
CLI-03004,18,16121259,768884,13,13,59144,Araucanía
CLI-03005,36,55817103,2270927,9,21,252325,Biobío
CLI-03006,36,38903657,1582777,6,21,263796,Biobío
CLI-03007,39,34987491,2215431,13,13,170417,Biobío
CLI-03008,30,49671505,4753210,1,5,4753210,Biobío
CLI-03009,49,17834019,1214157,17,9,71421,Valparaíso
CLI-03010,57,32637357,2764437,8,4,345554,Araucanía
CLI-03011,35,61754407,2423209,5,22,484641,Araucanía
CLI-03012,18,44598788,3007181,1,26,3007181,Metropolitana
CLI-03013,25,9326356,730238,7,13,104319,Araucanía
CLI-03014,31,21193901,1316957,5,14,263391,Metropolitana
CLI-03015,25,99129085,4160713,2,75,2080356,Valparaíso
CLI-03016,35,21427115,1098974,19,6,57840,Metropolitana
CLI-03017,25,14260268,1218066,1,7,1218066,Antofagasta
CLI-03018,33,76431101,3783853,11,90,343986,Metropolitana
CLI-03019,33,54232441,2248843,3,4,749614,Metropolitana
CLI-03020,41,49183695,1640475,6,22,273412,Metropolitana
CLI-03021,28,63821070,3958824,69,3,57374,Valparaíso
CLI-03022,30,39804448,1301845,19,11,68518,Valparaíso
CLI-03023,32,14346093,966536,4,7,241634,Metropolitana
CLI-03024,33,78587820,3633040,16,12,227065,Metropolitana
CLI-03025,34,73822940,3117134,2,30,1558567,Araucanía
CLI-03026,27,28806569,1505543,8,19,188192,Valparaíso
CLI-03027,47,12016920,719291,9,25,79921,Valparaíso
CLI-03028,38,86547251,3368253,11,60,306204,Valparaíso
CLI-03029,31,20228171,2171473,34,11,63866,Metropolitana
CLI-03030,32,4950204,232435,7,20,33205,Biobío
CLI-03031,39,37142836,2259378,2,60,1129689,Antofagasta
CLI-03032,23,28355525,2527519,3,40,842506,Metropolitana
CLI-03033,22,28533758,1346158,11,25,122378,Valparaíso
CLI-03034,48,9359866,807032,23,10,35088,Valparaíso
CLI-03035,41,71688319,2742686,10,20,274268,Metropolitana
CLI-03036,18,19180569,1055992,1,84,1055992,Metropolitana
CLI-03037,35,37489491,1728348,14,16,123453,Araucanía
CLI-03038,55,21354327,757828,12,43,63152,Metropolitana
CLI-03039,32,16576976,1544565,4,7,386141,Antofagasta
CLI-03040,50,31969984,1346045,3,7,448681,Biobío
CLI-03041,28,25224874,1019453,9,25,113272,Valparaíso
CLI-03042,42,32166068,1365967,12,50,113830,Valparaíso
CLI-03043,32,65047246,3713219,24,51,154717,Valparaíso
CLI-03044,23,5949221,355636,2,23,177818,Antofagasta
CLI-03045,39,15619408,1416655,1,12,1416655,Metropolitana
CLI-03046,42,60434339,2447201,1,65,2447201,Metropolitana
CLI-03047,42,38066868,2158843,22,67,98129,Araucanía
CLI-03048,41,13096969,456266,2,46,228133,Metropolitana
CLI-03049,26,44725605,1686054,24,24,70252,Metropolitana
CLI-03050,54,82400332,6046496,4,35,1511624,Metropolitana
CLI-03051,36,55851008,4633960,10,33,463396,Metropolitana
CLI-03052,46,206113774,6617322,4,72,1654330,Biobío
CLI-03053,30,34973680,1370588,4,10,342647,Metropolitana
CLI-03054,42,7468183,426577,4,110,106644,Biobío
CLI-03055,38,43234633,1648636,13,11,126818,Metropolitana
CLI-03056,42,27889132,917410,1,3,917410,Antofagasta
CLI-03057,42,39425188,1573990,7,50,224855,Metropolitana
CLI-03058,38,59974902,2440920,21,23,116234,Biobío
CLI-03059,42,15310080,578298,15,15,38553,Biobío
CLI-03060,30,17204280,713793,42,12,16995,Araucanía
CLI-03061,30,60425261,2842098,1,12,2842098,Metropolitana
CLI-03062,47,29441760,1131339,24,14,47139,Metropolitana
CLI-03063,35,42568725,3704855,3,18,1234951,Metropolitana
CLI-03064,33,57121808,1774143,11,64,161285,Metropolitana
CLI-03065,28,112012724,3735855,11,40,339623,Biobío
CLI-03066,54,28818747,1645985,19,6,86630,Biobío
CLI-03067,20,54191923,2416197,3,5,805399,Biobío
CLI-03068,48,57442881,1891777,11,32,171979,Araucanía
CLI-03069,37,38370922,1760973,12,10,146747,Biobío
CLI-03070,31,25047457,1057203,5,9,211440,Metropolitana
CLI-03071,37,34765565,1168108,19,9,61479,Araucanía
CLI-03072,53,31615592,1358443,12,16,113203,Valparaíso
CLI-03073,22,46018604,1908130,5,3,381626,Biobío
CLI-03074,22,20891414,1167152,13,7,89780,Biobío
CLI-03075,18,25213281,2301940,28,66,82212,Metropolitana
CLI-03076,19,20747910,877818,5,13,175563,Biobío
CLI-03077,28,46691829,1447551,7,22,206793,Araucanía
CLI-03078,28,28679251,1379175,26,7,53045,Metropolitana
CLI-03079,59,40245574,1972090,1,7,1972090,Antofagasta
CLI-03080,33,125230008,4549670,7,9,649952,Biobío
CLI-03081,40,68008764,3136813,2,61,1568406,Metropolitana
CLI-03082,22,11215001,608341,21,58,28968,Metropolitana
CLI-03083,20,27439973,1162037,11,44,105639,Biobío
CLI-03084,25,21395241,756508,1,20,756508,Araucanía
CLI-03085,39,24120225,1208620,4,3,302155,Araucanía
CLI-03086,36,53167845,2315373,1,11,2315373,Araucanía
CLI-03087,29,9587001,635127,3,5,211709,Biobío
CLI-03088,46,98150426,4588521,14,17,327751,Araucanía
CLI-03089,27,25316502,1247454,12,12,103954,Araucanía
CLI-03090,34,34700961,1378703,19,114,72563,Araucanía
CLI-03091,31,31571479,3577805,16,4,223612,Metropolitana
CLI-03092,34,40915251,2669916,8,6,333739,Antofagasta
CLI-03093,48,59704642,2950082,2,6,1475041,Biobío
CLI-03094,35,61303406,3631293,3,35,1210431,Metropolitana
CLI-03095,52,47614340,1927169,24,31,80298,Metropolitana
CLI-03096,30,16991762,635998,10,23,63599,Metropolitana
CLI-03097,18,57001795,5535067,5,48,1107013,Antofagasta
CLI-03098,24,76333512,4299121,12,4,358260,Biobío
CLI-03099,35,22189497,935181,6,17,155863,Antofagasta
CLI-03100,18,24213642,931915,2,19,465957,Antofagasta
CLI-03101,36,5366525,261838,5,11,52367,Metropolitana
CLI-03102,23,19219523,1945692,3,22,648564,Metropolitana
CLI-03103,35,4063990,325652,23,51,14158,Antofagasta
CLI-03104,41,51788632,2506934,5,3,501386,Metropolitana
CLI-03105,29,27312429,1098187,9,13,122020,Metropolitana
CLI-03106,29,9490231,901733,30,53,30057,Metropolitana
CLI-03107,35,78346305,4201856,7,12,600265,Biobío
CLI-03108,37,25311241,1276223,5,51,255244,Valparaíso
CLI-03109,45,65127406,3389132,7,37,484161,Metropolitana
CLI-03110,36,34721861,3001710,9,71,333523,Metropolitana
CLI-03111,45,12700428,1341076,13,18,103159,Araucanía
CLI-03112,38,18320768,1333454,4,28,333363,Biobío
CLI-03113,36,68677118,5857857,1,13,5857857,Araucanía
CLI-03114,40,35018865,2481811,2,120,1240905,Biobío
CLI-03115,46,47462565,2400972,28,29,85749,Metropolitana
CLI-03116,30,17304295,984562,1,53,984562,Antofagasta
CLI-03117,30,17351522,1224424,12,23,102035,Araucanía
CLI-03118,27,67469765,2297363,30,59,76578,Valparaíso
CLI-03119,42,15219559,1289692,15,16,85979,Biobío
CLI-03120,32,43733849,1468809,2,20,734404,Metropolitana
CLI-03121,39,22690177,1122155,6,3,187025,Metropolitana
CLI-03122,21,36241627,2003291,7,15,286184,Valparaíso
CLI-03123,36,15324215,718493,12,10,59874,Biobío
CLI-03124,41,7074115,743889,4,44,185972,Valparaíso
CLI-03125,26,15791827,766082,7,7,109440,Metropolitana
CLI-03126,50,38415086,2119072,12,10,176589,Biobío
CLI-03127,28,2085948,164772,6,12,27462,Metropolitana
CLI-03128,43,6206201,230714,43,28,5365,Metropolitana
CLI-03129,39,23103719,816663,4,4,204165,Valparaíso
CLI-03130,48,23447156,2078088,2,51,1039044,Biobío
CLI-03131,18,20933560,1840164,10,76,184016,Valparaíso
CLI-03132,42,19725794,611170,12,41,50930,Biobío
CLI-03133,21,33659356,1288717,12,92,107393,Valparaíso
CLI-03134,41,38978098,3490514,2,22,1745257,Araucanía
CLI-03135,29,5679225,444229,6,11,74038,Metropolitana
CLI-03136,32,9178893,295052,16,69,18440,Biobío
CLI-03137,24,70762163,3740230,7,29,534318,Metropolitana
CLI-03138,21,49671292,2182627,17,12,128389,Metropolitana
CLI-03139,35,6815521,369156,20,24,18457,Araucanía
CLI-03140,25,42220389,1532966,7,12,218995,Metropolitana
CLI-03141,36,25724451,1213911,2,9,606955,Metropolitana
CLI-03142,39,32745652,1571578,1,11,1571578,Metropolitana
CLI-03143,38,14388035,753936,1,26,753936,Metropolitana
CLI-03144,31,28252207,1516657,23,18,65941,Biobío
CLI-03145,22,59842948,3828720,4,8,957180,Metropolitana
CLI-03146,40,13025499,806356,15,71,53757,Metropolitana
CLI-03147,18,5973658,492030,7,8,70290,Metropolitana
CLI-03148,45,52141633,1699689,1,33,1699689,Metropolitana
CLI-03149,32,44845175,3536069,7,9,505152,Valparaíso
CLI-03150,54,17859579,819013,14,19,58500,Metropolitana
CLI-03151,38,15024195,946730,8,8,118341,Araucanía
CLI-03152,36,51925355,2516939,1,72,2516939,Antofagasta
CLI-03153,43,10792192,517708,5,6,103541,Metropolitana
CLI-03154,40,34727309,2581974,56,23,46106,Valparaíso
CLI-03155,41,37624154,1639659,3,77,546553,Araucanía
CLI-03156,39,49414572,1676977,13,21,128998,Araucanía
CLI-03157,36,54421987,2115121,1,16,2115121,Metropolitana
CLI-03158,31,10560070,757445,11,11,68858,Metropolitana
CLI-03159,38,44563957,2071705,4,21,517926,Antofagasta
CLI-03160,42,44280255,2575300,3,24,858433,Valparaíso
CLI-03161,47,18836017,1310646,16,32,81915,Metropolitana
CLI-03162,33,21158263,1192241,1,12,1192241,Metropolitana
CLI-03163,32,12714599,478408,3,10,159469,Biobío
CLI-03164,40,16218768,686231,1,12,686231,Metropolitana
CLI-03165,35,50071872,2288211,1,21,2288211,Antofagasta
CLI-03166,39,31931523,1867063,1,7,1867063,Metropolitana
CLI-03167,34,28018505,1428434,4,38,357108,Metropolitana
CLI-03168,31,9953958,804105,9,38,89345,Araucanía
CLI-03169,18,16700231,868467,2,22,434233,Valparaíso
CLI-03170,37,51209629,2374446,13,7,182649,Metropolitana
CLI-03171,33,28500174,903215,9,5,100357,Antofagasta
CLI-03172,35,54884826,3772700,4,19,943175,Biobío
CLI-03173,22,35917630,1239797,5,35,247959,Valparaíso
CLI-03174,53,47687429,1984771,2,30,992385,Antofagasta
CLI-03175,37,28901832,1874558,1,63,1874558,Metropolitana
CLI-03176,18,69602949,2980228,34,8,87653,Metropolitana
CLI-03177,35,25939958,1390730,4,44,347682,Metropolitana
CLI-03178,49,55796805,1787088,1,66,1787088,Metropolitana
CLI-03179,32,42563903,1763440,1,75,1763440,Metropolitana
CLI-03180,30,69794167,2688962,1,16,2688962,Araucanía
CLI-03181,28,18919565,791122,20,16,39556,Araucanía
CLI-03182,42,10150324,790825,16,47,49426,Araucanía
CLI-03183,32,42365716,1651926,12,26,137660,Metropolitana
CLI-03184,48,5468240,475397,1,34,475397,Metropolitana
CLI-03185,29,29433984,2457813,1,19,2457813,Biobío
CLI-03186,28,78362723,3664802,4,32,916200,Metropolitana
CLI-03187,46,21385186,823897,23,50,35821,Metropolitana
CLI-03188,25,88068926,4105290,1,15,4105290,Metropolitana
CLI-03189,36,53300365,2511398,13,20,193184,Araucanía
CLI-03190,29,13058889,935392,8,35,116924,Antofagasta
CLI-03191,28,28179708,843042,6,30,140507,Araucanía
CLI-03192,28,107787725,4294781,9,27,477197,Valparaíso
CLI-03193,29,13688836,711014,3,4,237004,Araucanía
CLI-03194,38,31227018,2184358,9,26,242706,Metropolitana
CLI-03195,35,77783656,5067865,4,13,1266966,Metropolitana
CLI-03196,31,16075945,1165863,21,40,55517,Metropolitana
CLI-03197,32,84452125,2715820,28,8,96993,Valparaíso
CLI-03198,35,15133678,1346812,2,5,673406,Biobío
CLI-03199,51,47083366,3477659,46,16,75601,Biobío
CLI-03200,51,28607100,1611045,15,29,107403,Araucanía
CLI-03201,31,33376475,3327048,12,26,277254,Araucanía
CLI-03202,43,35937563,1536004,1,32,1536004,Metropolitana
CLI-03203,30,23885325,1918803,15,24,127920,Biobío
CLI-03204,28,24683977,1920665,7,7,274380,Metropolitana
CLI-03205,34,32863343,1242747,4,3,310686,Biobío
CLI-03206,21,90601702,2844231,2,50,1422115,Metropolitana
CLI-03207,20,16967457,966934,11,7,87903,Biobío
CLI-03208,18,7516392,812363,4,7,203090,Metropolitana
CLI-03209,21,39852629,2570765,2,80,1285382,Valparaíso
