cliente_id,edad,meses_cliente,gasto_mensual_promedio,frecuencia_compra_mensual,tickets_soporte,categoria_preferida,region,ultima_compra_dias,se_queda
CLI-02309,35,38,39199,0.56,1,Laptops Vintage,Metropolitana,5,0
CLI-02310,42,37,172332,0.13,2,ThinkPad Business,Metropolitana,107,1
CLI-02311,32,6,78805,0.67,1,Tarjetas Gráficas,Araucanía,28,1
CLI-02312,36,11,118341,0.83,1,Laptops Compactas,Metropolitana,6,1
CLI-02313,40,25,184476,0.43,1,Laptops Compactas,Araucanía,79,0
CLI-02314,25,42,407200,0.1,1,Tarjetas Gráficas,Valparaíso,63,1
CLI-02315,31,63,107702,0.12,0,Laptops Vintage,Metropolitana,2,1
CLI-02316,20,79,172790,0.1,1,Mini PCs / SBC,Araucanía,47,1
CLI-02317,35,18,599876,1.48,1,ThinkPad Business,Araucanía,6,1
CLI-02318,19,14,75851,0.73,1,ThinkPad Business,Metropolitana,12,1
CLI-02319,32,23,137152,0.22,0,Laptops Vintage,Antofagasta,41,1
CLI-02320,47,56,86977,0.26,2,Mini PCs / SBC,Biobío,22,1
CLI-02321,49,20,368938,0.1,0,Mini PCs / SBC,Metropolitana,85,0
CLI-02322,18,11,241790,0.55,2,Laptops Compactas,Metropolitana,118,0
CLI-02323,26,14,118658,0.5,0,ThinkPad Business,Araucanía,15,1
CLI-02324,50,3,533549,0.4,2,Tarjetas Gráficas,Antofagasta,96,1
CLI-02325,34,17,115475,0.26,0,Tarjetas Gráficas,Biobío,42,1
CLI-02326,24,70,42015,0.52,1,Laptops Compactas,Metropolitana,30,1
CLI-02327,20,54,170753,1.12,0,Tarjetas Gráficas,Metropolitana,15,1
CLI-02328,50,4,368642,0.1,1,Laptops Vintage,Metropolitana,43,0
CLI-02329,52,10,125163,1.22,1,Laptops Vintage,Araucanía,15,1
CLI-02330,38,20,160848,0.24,3,Laptops Compactas,Metropolitana,11,1
CLI-02331,21,4,149844,1.34,0,Tarjetas Gráficas,Araucanía,1,1
CLI-02332,31,47,219843,0.63,2,Laptops Compactas,Araucanía,270,0
CLI-02333,41,5,227593,0.54,0,Laptops Vintage,Metropolitana,3,1
CLI-02334,19,78,367468,0.58,1,Tarjetas Gráficas,Valparaíso,13,1
CLI-02335,18,23,56069,0.1,0,ThinkPad Business,Antofagasta,72,1
CLI-02336,38,62,160589,0.37,0,ThinkPad Business,Valparaíso,7,1
CLI-02337,35,4,165901,0.95,0,Laptops Vintage,Araucanía,42,1
CLI-02338,39,3,58939,0.1,0,Laptops Vintage,Valparaíso,116,0
CLI-02339,43,32,280012,1.8,2,Mini PCs / SBC,Metropolitana,20,1
CLI-02340,29,36,255858,0.77,0,Tarjetas Gráficas,Metropolitana,7,1
CLI-02341,45,31,98777,0.3,3,Laptops Compactas,Metropolitana,3,1
CLI-02342,33,3,112901,0.1,2,Laptops Compactas,Metropolitana,36,0
CLI-02343,33,3,108266,0.12,0,Laptops Vintage,Antofagasta,63,1
CLI-02344,30,19,151416,0.1,0,Mini PCs / SBC,Metropolitana,48,1
CLI-02345,40,17,98520,0.74,0,Laptops Vintage,Valparaíso,9,1
CLI-02346,25,4,155023,0.77,3,Tarjetas Gráficas,Biobío,46,0
CLI-02347,35,46,36252,0.28,1,Laptops Compactas,Biobío,23,1
CLI-02348,47,5,58338,0.1,1,Mini PCs / SBC,Valparaíso,89,0
CLI-02349,29,15,56060,0.84,1,ThinkPad Business,Araucanía,6,1
CLI-02350,42,52,155616,1.67,1,Laptops Vintage,Antofagasta,178,1
CLI-02351,31,10,225435,1.45,0,Laptops Vintage,Araucanía,79,1
CLI-02352,33,3,90127,0.66,0,Mini PCs / SBC,Valparaíso,10,1
CLI-02353,32,87,199746,1.58,1,Tarjetas Gráficas,Metropolitana,81,1
CLI-02354,27,67,134498,0.76,0,Mini PCs / SBC,Biobío,40,1
CLI-02355,30,18,134408,0.25,1,Laptops Compactas,Valparaíso,10,0
CLI-02356,49,120,99016,0.65,1,ThinkPad Business,Valparaíso,22,1
CLI-02357,28,34,115053,0.1,0,Mini PCs / SBC,Antofagasta,4,1
CLI-02358,39,33,218344,0.23,2,Laptops Compactas,Metropolitana,74,0
CLI-02359,39,45,243477,0.21,1,Laptops Compactas,Antofagasta,1,1
CLI-02360,43,12,96415,0.73,0,Mini PCs / SBC,Valparaíso,41,1
CLI-02361,40,10,188539,0.31,0,Tarjetas Gráficas,Metropolitana,63,1
CLI-02362,23,42,136350,0.1,0,Laptops Compactas,Metropolitana,15,1
CLI-02363,41,15,120963,0.72,1,Tarjetas Gráficas,Metropolitana,8,1
CLI-02364,21,24,61042,0.1,1,Laptops Compactas,Biobío,23,1
CLI-02365,39,15,195321,0.68,2,Laptops Vintage,Antofagasta,135,0
CLI-02366,18,22,90756,0.23,1,Laptops Vintage,Araucanía,186,0
CLI-02367,24,16,216235,0.1,0,Tarjetas Gráficas,Valparaíso,67,1
CLI-02368,46,19,72945,1.04,0,Mini PCs / SBC,Metropolitana,1,1
CLI-02369,27,12,294471,1.22,0,ThinkPad Business,Metropolitana,125,1
CLI-02370,24,34,26302,1.06,0,Laptops Vintage,Biobío,1,1
CLI-02371,49,7,142757,0.85,0,Tarjetas Gráficas,Antofagasta,57,1
CLI-02372,40,7,80856,1.6,1,Laptops Compactas,Antofagasta,69,1
CLI-02373,28,3,110494,1.54,1,Mini PCs / SBC,Araucanía,18,1
CLI-02374,23,30,268282,0.13,1,Laptops Compactas,Biobío,29,1
CLI-02375,51,14,44909,0.18,0,Tarjetas Gráficas,Biobío,19,1
CLI-02376,40,13,53429,1.86,0,Laptops Vintage,Valparaíso,165,0
CLI-02377,25,31,105497,1.76,1,Tarjetas Gráficas,Metropolitana,18,1
CLI-02378,37,5,59876,1.28,3,Laptops Vintage,Metropolitana,3,0
CLI-02379,45,6,44737,1.61,1,Laptops Vintage,Araucanía,57,1
CLI-02380,22,6,340921,0.45,0,Laptops Compactas,Metropolitana,15,1
CLI-02381,46,20,119437,0.79,1,ThinkPad Business,Valparaíso,21,1
CLI-02382,42,14,89436,0.17,1,ThinkPad Business,Valparaíso,63,1
CLI-02383,43,38,192852,3.28,0,Laptops Vintage,Antofagasta,52,1
CLI-02384,29,7,381564,0.1,0,Mini PCs / SBC,Biobío,32,1
CLI-02385,46,6,238376,2.1,0,ThinkPad Business,Araucanía,32,1
CLI-02386,18,7,89404,0.1,0,Laptops Compactas,Biobío,102,1
CLI-02387,46,34,412094,0.24,1,Laptops Compactas,Metropolitana,3,1
CLI-02388,45,30,83132,1.8,2,Laptops Compactas,Araucanía,12,1
CLI-02389,21,25,105362,0.25,0,ThinkPad Business,Metropolitana,47,1
CLI-02390,41,51,98714,0.22,0,Laptops Compactas,Valparaíso,19,0
CLI-02391,27,11,283965,0.77,1,Laptops Compactas,Metropolitana,121,1
CLI-02392,21,15,173561,0.81,0,Laptops Compactas,Metropolitana,12,1
CLI-02393,23,12,110168,1.65,0,Laptops Vintage,Metropolitana,45,1
CLI-02394,33,46,95171,0.1,1,Tarjetas Gráficas,Metropolitana,2,0
CLI-02395,18,7,208977,0.18,0,Laptops Vintage,Valparaíso,29,1
CLI-02396,37,6,86314,1.0,0,Laptops Vintage,Araucanía,10,1
CLI-02397,36,41,136341,0.22,0,Tarjetas Gráficas,Biobío,9,1
CLI-02398,38,10,127262,0.94,1,ThinkPad Business,Antofagasta,68,0
CLI-02399,43,9,155241,0.54,1,Mini PCs / SBC,Metropolitana,6,1
CLI-02400,24,19,355213,2.34,1,Laptops Vintage,Araucanía,35,1
CLI-02401,33,107,132631,1.16,0,Laptops Compactas,Antofagasta,246,0
CLI-02402,24,19,207048,0.87,1,Laptops Vintage,Valparaíso,29,1
CLI-02403,18,33,256844,0.13,1,Laptops Vintage,Valparaíso,12,1
CLI-02404,34,40,114782,3.71,1,Tarjetas Gráficas,Metropolitana,19,1
CLI-02405,32,4,309033,0.17,1,Laptops Compactas,Metropolitana,4,1
CLI-02406,47,27,90260,0.58,0,Laptops Vintage,Metropolitana,20,1
CLI-02407,24,22,425361,1.02,0,Tarjetas Gráficas,Metropolitana,27,1
CLI-02408,18,14,77732,3.68,0,Laptops Vintage,Biobío,32,1
CLI-02409,26,3,135952,0.6,0,Tarjetas Gráficas,Valparaíso,19,1
CLI-02410,35,13,70172,0.1,1,Tarjetas Gráficas,Biobío,26,0
CLI-02411,19,4,288852,1.03,0,ThinkPad Business,Metropolitana,139,1
CLI-02412,34,46,64810,0.86,1,Mini PCs / SBC,Antofagasta,30,1
CLI-02413,50,4,123739,0.77,0,Laptops Vintage,Biobío,26,1
CLI-02414,36,79,53423,0.1,0,Laptops Vintage,Araucanía,6,1
CLI-02415,40,35,261392,3.79,0,Mini PCs / SBC,Araucanía,8,1
CLI-02416,51,42,71883,0.73,2,ThinkPad Business,Metropolitana,42,1
CLI-02417,19,11,50780,0.16,1,Tarjetas Gráficas,Biobío,87,0
CLI-02418,24,24,44380,0.1,0,ThinkPad Business,Metropolitana,110,0
CLI-02419,41,25,148749,0.96,0,Laptops Compactas,Araucanía,70,1
CLI-02420,33,7,66117,0.8,0,Laptops Compactas,Biobío,2,0
CLI-02421,21,11,165892,2.08,0,Tarjetas Gráficas,Metropolitana,40,1
CLI-02422,28,50,244399,1.26,2,Laptops Vintage,Biobío,14,1
CLI-02423,44,12,94861,1.08,1,Mini PCs / SBC,Valparaíso,171,1
CLI-02424,35,14,127949,0.23,2,Laptops Vintage,Antofagasta,1,0
CLI-02425,33,52,86115,0.16,0,Tarjetas Gráficas,Metropolitana,18,0
CLI-02426,42,23,181179,0.13,0,Mini PCs / SBC,Metropolitana,43,1
CLI-02427,29,37,87000,0.1,0,Mini PCs / SBC,Metropolitana,10,1
CLI-02428,47,65,397176,0.63,0,Mini PCs / SBC,Metropolitana,155,1
CLI-02429,36,15,15000,1.06,3,Tarjetas Gráficas,Valparaíso,4,0
CLI-02430,43,44,24418,0.1,0,ThinkPad Business,Metropolitana,9,1
CLI-02431,33,7,482790,0.33,0,ThinkPad Business,Antofagasta,28,1
CLI-02432,30,11,274766,0.1,0,ThinkPad Business,Valparaíso,47,1
CLI-02433,18,67,78728,0.25,0,ThinkPad Business,Metropolitana,20,1
CLI-02434,18,3,471266,2.42,2,ThinkPad Business,Biobío,29,1
CLI-02435,39,31,95525,0.11,3,ThinkPad Business,Valparaíso,1,1
CLI-02436,37,120,374236,0.94,0,ThinkPad Business,Biobío,4,1
CLI-02437,51,51,165287,0.41,2,Laptops Compactas,Antofagasta,160,1
CLI-02438,18,5,205740,0.27,1,Laptops Compactas,Valparaíso,1,1
CLI-02439,43,50,215378,0.22,1,Laptops Compactas,Metropolitana,23,1
CLI-02440,58,23,102099,0.4,0,ThinkPad Business,Biobío,81,1
CLI-02441,44,57,99238,0.1,1,Laptops Compactas,Metropolitana,44,0
CLI-02442,32,63,122669,0.17,3,Laptops Compactas,Metropolitana,43,1
CLI-02443,18,30,203501,0.1,1,Laptops Vintage,Valparaíso,45,1
CLI-02444,37,23,37859,0.83,1,Laptops Vintage,Metropolitana,13,0
CLI-02445,40,10,136082,0.8,1,Laptops Vintage,Metropolitana,133,0
CLI-02446,28,93,87834,2.06,0,ThinkPad Business,Metropolitana,59,1
CLI-02447,40,11,40575,0.68,1,Laptops Compactas,Biobío,77,0
CLI-02448,26,7,188414,0.14,0,Mini PCs / SBC,Valparaíso,81,0
CLI-02449,28,54,18698,0.52,0,Mini PCs / SBC,Antofagasta,1,0
CLI-02450,35,10,71045,0.19,0,Tarjetas Gráficas,Biobío,1,1
CLI-02451,28,4,55716,0.1,1,Tarjetas Gráficas,Araucanía,76,1
CLI-02452,34,16,292456,0.1,0,Tarjetas Gráficas,Metropolitana,16,1
CLI-02453,40,29,64934,0.58,0,Tarjetas Gráficas,Antofagasta,111,0
CLI-02454,38,17,117894,0.1,0,ThinkPad Business,Valparaíso,9,0
CLI-02455,55,27,112058,0.79,1,Laptops Vintage,Antofagasta,2,1
CLI-02456,46,47,86171,0.28,0,Mini PCs / SBC,Metropolitana,38,1
CLI-02457,18,77,54713,0.74,0,Mini PCs / SBC,Metropolitana,22,1
CLI-02458,18,10,81363,0.19,0,Laptops Vintage,Metropolitana,25,1
CLI-02459,39,54,120124,0.44,0,Laptops Compactas,Metropolitana,48,0
CLI-02460,38,6,36013,2.33,0,Tarjetas Gráficas,Araucanía,95,0
CLI-02461,52,8,67245,0.15,0,Mini PCs / SBC,Valparaíso,38,1
CLI-02462,27,40,115485,1.57,4,Mini PCs / SBC,Metropolitana,26,0
CLI-02463,39,36,73046,1.79,2,Mini PCs / SBC,Antofagasta,45,1
CLI-02464,18,11,110099,0.83,0,ThinkPad Business,Valparaíso,11,1
CLI-02465,39,56,321544,1.93,1,Laptops Compactas,Metropolitana,26,1
CLI-02466,24,24,276306,1.67,0,Laptops Vintage,Biobío,2,1
CLI-02467,45,55,190082,0.19,1,Mini PCs / SBC,Metropolitana,130,0
CLI-02468,42,46,600000,1.45,1,Laptops Compactas,Metropolitana,143,1
CLI-02469,43,10,108841,0.42,1,Mini PCs / SBC,Valparaíso,100,0
CLI-02470,30,25,201109,1.35,0,Laptops Compactas,Araucanía,20,0
CLI-02471,25,38,72825,0.19,0,ThinkPad Business,Valparaíso,32,0
CLI-02472,41,5,71805,2.98,0,ThinkPad Business,Metropolitana,7,1
CLI-02473,26,27,242144,1.23,0,Tarjetas Gráficas,Metropolitana,26,1
CLI-02474,33,120,181518,1.35,2,Tarjetas Gráficas,Antofagasta,211,1
CLI-02475,43,61,125251,0.26,2,Laptops Compactas,Valparaíso,73,1
CLI-02476,26,25,243009,0.48,0,Tarjetas Gráficas,Araucanía,68,1
CLI-02477,43,66,200619,0.44,1,Tarjetas Gráficas,Metropolitana,29,1
CLI-02478,46,7,189338,0.1,0,Laptops Compactas,Metropolitana,64,0
CLI-02479,22,5,300761,0.18,1,ThinkPad Business,Metropolitana,117,1
CLI-02480,52,14,198359,0.98,1,Mini PCs / SBC,Antofagasta,29,1
CLI-02481,35,5,119200,0.61,1,Tarjetas Gráficas,Biobío,236,1
CLI-02482,48,8,227158,0.48,0,ThinkPad Business,Antofagasta,18,1
CLI-02483,33,28,549423,0.1,0,Laptops Vintage,Metropolitana,27,1
CLI-02484,32,9,120723,1.77,2,Tarjetas Gráficas,Metropolitana,5,1
CLI-02485,47,7,61108,1.58,1,Laptops Vintage,Antofagasta,44,0
CLI-02486,21,22,142065,0.96,1,Laptops Vintage,Metropolitana,53,1
CLI-02487,45,28,187809,0.1,1,Laptops Compactas,Antofagasta,1,1
CLI-02488,27,19,47870,1.44,0,Laptops Compactas,Metropolitana,77,1
CLI-02489,18,11,143656,0.48,1,ThinkPad Business,Metropolitana,14,1
CLI-02490,42,23,54694,0.76,0,Laptops Vintage,Biobío,36,0
CLI-02491,34,64,76969,1.09,1,ThinkPad Business,Valparaíso,30,0
CLI-02492,27,17,79861,0.25,0,Laptops Vintage,Metropolitana,23,1
CLI-02493,37,5,112253,0.1,1,Tarjetas Gráficas,Metropolitana,62,0
CLI-02494,18,37,600000,0.97,2,Laptops Compactas,Metropolitana,16,1
CLI-02495,19,68,41097,0.46,1,Laptops Vintage,Metropolitana,52,1
CLI-02496,51,45,548249,0.59,0,Mini PCs / SBC,Biobío,82,1
CLI-02497,18,39,279292,1.57,0,Laptops Compactas,Metropolitana,1,1
CLI-02498,49,74,396407,0.8,0,Laptops Compactas,Metropolitana,5,1
CLI-02499,27,55,73314,2.0,1,Laptops Compactas,Valparaíso,10,1
CLI-02500,18,17,92542,1.16,0,Laptops Vintage,Antofagasta,5,0
CLI-02501,32,7,359881,0.46,1,Tarjetas Gráficas,Metropolitana,4,1
CLI-02502,18,43,144266,0.86,1,Mini PCs / SBC,Biobío,19,1
CLI-02503,33,59,144262,0.53,0,Mini PCs / SBC,Metropolitana,18,1
CLI-02504,55,10,116490,0.15,0,Mini PCs / SBC,Metropolitana,27,1
CLI-02505,21,14,143745,0.4,0,Laptops Compactas,Metropolitana,20,1
CLI-02506,34,27,74692,1.61,2,Laptops Vintage,Biobío,18,1
CLI-02507,33,67,84005,0.46,1,Tarjetas Gráficas,Biobío,4,1
CLI-02508,47,43,128158,2.22,0,Mini PCs / SBC,Metropolitana,2,1
CLI-02509,37,10,36517,0.95,0,ThinkPad Business,Metropolitana,73,0
CLI-02510,36,29,75363,0.65,0,Mini PCs / SBC,Araucanía,14,1
CLI-02511,34,28,113775,0.14,1,ThinkPad Business,Araucanía,4,1
CLI-02512,38,40,183845,0.58,1,Mini PCs / SBC,Metropolitana,226,0
CLI-02513,56,5,143136,1.64,1,Laptops Compactas,Metropolitana,45,1
CLI-02514,43,63,135344,1.82,0,Laptops Vintage,Araucanía,39,0
CLI-02515,35,4,235218,1.44,1,Mini PCs / SBC,Metropolitana,51,1
CLI-02516,22,7,74367,1.17,0,Laptops Compactas,Biobío,48,1
CLI-02517,27,19,417024,0.28,3,Mini PCs / SBC,Metropolitana,94,1
CLI-02518,40,51,120174,0.12,1,Mini PCs / SBC,Biobío,7,0
CLI-02519,50,37,117547,0.1,1,Laptops Compactas,Biobío,117,0
CLI-02520,24,5,104850,0.26,0,Mini PCs / SBC,Metropolitana,24,0
CLI-02521,29,36,47923,0.35,0,ThinkPad Business,Biobío,17,1
CLI-02522,33,13,45377,1.04,0,ThinkPad Business,Araucanía,87,1
CLI-02523,40,29,208012,1.46,0,Mini PCs / SBC,Biobío,88,1
CLI-02524,41,12,127469,1.72,0,Laptops Vintage,Metropolitana,4,0
CLI-02525,49,5,115090,0.11,1,ThinkPad Business,Biobío,19,1
CLI-02526,35,21,157832,0.14,0,Mini PCs / SBC,Araucanía,31,1
CLI-02527,35,46,201615,0.5,0,ThinkPad Business,Metropolitana,12,1
CLI-02528,29,35,119756,2.49,2,ThinkPad Business,Metropolitana,88,1
CLI-02529,30,14,442527,1.05,0,ThinkPad Business,Metropolitana,51,1
CLI-02530,41,36,112678,0.11,1,Mini PCs / SBC,Metropolitana,175,0
CLI-02531,40,41,188476,0.46,0,ThinkPad Business,Antofagasta,24,1
CLI-02532,22,57,88939,0.16,2,ThinkPad Business,Valparaíso,51,0
CLI-02533,27,19,85463,0.56,1,Tarjetas Gráficas,Araucanía,45,0
CLI-02534,39,13,205770,2.37,1,Laptops Vintage,Metropolitana,33,1
CLI-02535,22,42,216286,2.34,0,Mini PCs / SBC,Araucanía,4,1
CLI-02536,31,21,213819,1.16,0,Laptops Compactas,Metropolitana,16,1
CLI-02537,27,34,231662,0.19,1,Tarjetas Gráficas,Valparaíso,26,1
CLI-02538,30,21,200190,0.39,0,Laptops Compactas,Valparaíso,8,1
CLI-02539,27,35,84790,0.19,0,Tarjetas Gráficas,Araucanía,11,1
CLI-02540,26,17,68099,0.33,1,Mini PCs / SBC,Metropolitana,31,0
CLI-02541,38,44,182655,0.1,0,ThinkPad Business,Valparaíso,64,1
CLI-02542,28,3,199447,0.19,2,Laptops Compactas,Metropolitana,73,0
CLI-02543,37,44,98057,0.9,0,Tarjetas Gráficas,Metropolitana,96,1
CLI-02544,31,37,139256,0.28,2,ThinkPad Business,Metropolitana,22,1
CLI-02545,19,36,130207,0.93,0,Laptops Vintage,Metropolitana,73,1
CLI-02546,42,14,102977,0.92,0,Laptops Compactas,Metropolitana,71,1
CLI-02547,39,20,84516,0.62,1,Laptops Vintage,Metropolitana,177,0
CLI-02548,39,3,436965,1.23,0,ThinkPad Business,Valparaíso,35,1
CLI-02549,41,5,71612,0.96,2,Laptops Vintage,Araucanía,37,0
CLI-02550,31,46,120065,2.29,0,Laptops Vintage,Valparaíso,16,1
CLI-02551,39,8,35304,0.59,0,Laptops Compactas,Metropolitana,43,0
CLI-02552,38,18,115906,1.15,1,Laptops Compactas,Metropolitana,12,1
CLI-02553,29,14,205844,2.09,0,Mini PCs / SBC,Metropolitana,29,1
CLI-02554,43,9,98564,1.82,1,Laptops Compactas,Metropolitana,45,1
CLI-02555,27,62,233888,0.12,1,Laptops Compactas,Biobío,22,1
CLI-02556,29,4,27689,0.28,1,ThinkPad Business,Metropolitana,5,0
CLI-02557,22,12,188295,0.63,1,ThinkPad Business,Metropolitana,239,0
CLI-02558,29,13,365950,0.28,1,ThinkPad Business,Biobío,10,1
CLI-02559,28,25,186885,1.34,0,ThinkPad Business,Antofagasta,12,1
CLI-02560,38,51,96232,0.43,1,Tarjetas Gráficas,Biobío,41,1
CLI-02561,25,20,95997,0.64,3,Laptops Compactas,Metropolitana,38,0
CLI-02562,41,36,42036,2.63,3,Mini PCs / SBC,Valparaíso,65,1
CLI-02563,31,10,90100,2.57,3,Laptops Vintage,Metropolitana,58,1
CLI-02564,47,4,180028,0.24,1,Laptops Compactas,Metropolitana,55,0
CLI-02565,19,41,128304,0.82,0,Tarjetas Gráficas,Araucanía,26,0
CLI-02566,18,23,161126,0.21,1,Laptops Compactas,Biobío,5,1
CLI-02567,31,20,31713,0.62,2,Mini PCs / SBC,Metropolitana,24,1
CLI-02568,26,13,118439,0.32,0,Mini PCs / SBC,Metropolitana,150,1
CLI-02569,33,15,191534,0.69,0,Mini PCs / SBC,Araucanía,7,1
CLI-02570,52,22,175325,0.29,1,Mini PCs / SBC,Biobío,36,1
CLI-02571,41,4,184575,1.78,0,Laptops Vintage,Metropolitana,109,0
CLI-02572,33,64,71706,2.12,0,Laptops Compactas,Biobío,2,1
CLI-02573,50,30,202460,0.32,0,Tarjetas Gráficas,Metropolitana,23,1
CLI-02574,48,26,450924,0.31,1,Mini PCs / SBC,Biobío,70,1
CLI-02575,18,24,114011,0.13,1,Tarjetas Gráficas,Valparaíso,2,1
CLI-02576,26,42,100317,2.25,0,ThinkPad Business,Antofagasta,19,1
CLI-02577,38,4,327888,0.1,0,ThinkPad Business,Valparaíso,54,1
CLI-02578,31,25,78039,0.19,1,Laptops Vintage,Biobío,2,1
CLI-02579,27,40,137346,1.03,1,ThinkPad Business,Araucanía,40,1
CLI-02580,37,37,188865,0.44,1,Laptops Compactas,Valparaíso,106,1
CLI-02581,59,46,106491,0.43,0,ThinkPad Business,Metropolitana,86,0
CLI-02582,39,18,76851,0.87,4,ThinkPad Business,Metropolitana,1,1
CLI-02583,33,11,74714,1.63,2,ThinkPad Business,Antofagasta,51,1
CLI-02584,18,41,79907,0.14,3,Mini PCs / SBC,Biobío,24,1
CLI-02585,36,21,365347,1.14,2,Laptops Compactas,Araucanía,29,1
CLI-02586,40,13,375832,0.91,2,Laptops Vintage,Valparaíso,26,0
CLI-02587,28,4,155356,0.26,1,ThinkPad Business,Biobío,58,1
CLI-02588,37,12,77824,1.68,0,Laptops Vintage,Biobío,138,0
CLI-02589,42,65,158824,0.11,1,Mini PCs / SBC,Metropolitana,100,1
CLI-02590,45,45,45191,1.05,1,Laptops Compactas,Metropolitana,13,0
CLI-02591,25,11,49137,0.1,2,Laptops Compactas,Metropolitana,36,1
CLI-02592,24,11,357805,0.36,0,ThinkPad Business,Valparaíso,36,1
CLI-02593,45,8,268556,0.1,0,Laptops Vintage,Biobío,22,1
CLI-02594,35,18,103819,0.64,1,Laptops Vintage,Antofagasta,1,0
CLI-02595,28,52,53329,0.56,0,Laptops Compactas,Metropolitana,161,1
CLI-02596,41,58,600000,0.49,1,Tarjetas Gráficas,Metropolitana,113,1
CLI-02597,28,10,93474,0.48,1,Tarjetas Gráficas,Valparaíso,23,1
CLI-02598,43,10,108741,0.79,0,Tarjetas Gráficas,Araucanía,121,0
CLI-02599,31,14,139312,1.73,1,ThinkPad Business,Araucanía,51,1
CLI-02600,18,4,304511,0.1,0,Mini PCs / SBC,Metropolitana,7,1
CLI-02601,35,8,190641,0.23,0,Laptops Compactas,Biobío,34,1
CLI-02602,43,22,315101,0.22,1,Laptops Vintage,Araucanía,5,1
CLI-02603,27,14,79510,1.05,1,Mini PCs / SBC,Metropolitana,41,0
CLI-02604,40,12,252058,1.69,1,Mini PCs / SBC,Antofagasta,54,1
CLI-02605,36,3,322207,1.56,2,Laptops Vintage,Metropolitana,25,0
CLI-02606,36,47,148044,1.16,0,Laptops Compactas,Metropolitana,20,1
CLI-02607,18,30,157770,0.79,0,Mini PCs / SBC,Metropolitana,291,0
CLI-02608,43,10,110047,0.42,1,Laptops Compactas,Metropolitana,10,1
CLI-02609,34,18,72406,0.39,1,Tarjetas Gráficas,Metropolitana,27,0
CLI-02610,18,23,212087,2.34,0,Mini PCs / SBC,Metropolitana,31,1
CLI-02611,24,18,53328,0.82,2,Tarjetas Gráficas,Araucanía,21,0
CLI-02612,46,5,141037,0.1,0,Laptops Vintage,Antofagasta,13,1
CLI-02613,29,20,84656,0.46,1,Laptops Compactas,Antofagasta,116,1
CLI-02614,53,30,102105,1.01,0,Tarjetas Gráficas,Metropolitana,8,1
CLI-02615,37,16,210655,0.48,0,Laptops Vintage,Valparaíso,10,1
CLI-02616,28,34,149965,0.1,0,Laptops Compactas,Biobío,23,1
CLI-02617,21,21,124292,1.12,0,Mini PCs / SBC,Antofagasta,113,1
CLI-02618,18,13,270928,0.21,0,Laptops Vintage,Antofagasta,57,1
CLI-02619,36,3,56849,0.1,0,Laptops Vintage,Metropolitana,14,1
CLI-02620,34,36,267358,0.48,1,ThinkPad Business,Biobío,1,1
CLI-02621,20,47,169446,1.51,0,ThinkPad Business,Metropolitana,17,1
CLI-02622,39,22,192621,1.63,0,Mini PCs / SBC,Metropolitana,64,1
CLI-02623,27,38,600000,0.24,0,Laptops Compactas,Metropolitana,14,1
CLI-02624,34,14,89071,0.28,0,Tarjetas Gráficas,Araucanía,47,0
CLI-02625,25,10,46497,0.62,0,ThinkPad Business,Valparaíso,13,0
CLI-02626,21,8,119651,0.36,0,Laptops Compactas,Metropolitana,50,0
CLI-02627,30,3,213761,1.47,1,Tarjetas Gráficas,Valparaíso,83,1
CLI-02628,41,24,106582,0.1,1,Mini PCs / SBC,Valparaíso,151,0
CLI-02629,38,70,15605,0.1,1,Laptops Vintage,Metropolitana,20,1
CLI-02630,33,35,34930,0.62,0,ThinkPad Business,Biobío,12,1
CLI-02631,38,79,53547,0.26,0,Tarjetas Gráficas,Biobío,6,0
CLI-02632,20,21,160646,2.1,1,Laptops Compactas,Metropolitana,16,1
CLI-02633,30,37,49352,0.87,0,Mini PCs / SBC,Antofagasta,4,1
CLI-02634,39,22,57758,1.05,1,Laptops Vintage,Biobío,37,1
CLI-02635,30,8,159288,0.1,1,Laptops Vintage,Metropolitana,69,1
CLI-02636,23,26,98769,1.49,0,Mini PCs / SBC,Antofagasta,41,0
CLI-02637,35,10,288478,0.41,1,Mini PCs / SBC,Valparaíso,56,1
CLI-02638,52,15,60272,0.13,0,Laptops Compactas,Metropolitana,44,0
CLI-02639,52,21,142909,1.2,0,ThinkPad Business,Biobío,45,1
CLI-02640,40,23,87254,0.83,1,ThinkPad Business,Antofagasta,1,1
CLI-02641,40,17,43232,0.57,2,Laptops Vintage,Metropolitana,43,0
CLI-02642,43,4,117234,0.17,1,Mini PCs / SBC,Antofagasta,48,0
CLI-02643,36,8,173570,0.64,1,Laptops Compactas,Metropolitana,101,0
CLI-02644,49,54,26782,0.1,0,Laptops Vintage,Valparaíso,46,1
CLI-02645,50,7,212229,0.61,1,Laptops Compactas,Valparaíso,36,1
CLI-02646,35,26,192087,0.16,0,Laptops Vintage,Biobío,14,1
CLI-02647,31,32,148006,1.53,1,Mini PCs / SBC,Metropolitana,119,0
CLI-02648,40,30,196418,0.67,0,Laptops Compactas,Metropolitana,36,1
CLI-02649,36,14,128438,1.06,1,ThinkPad Business,Metropolitana,53,0
CLI-02650,40,6,101686,0.25,2,Laptops Vintage,Metropolitana,65,0
CLI-02651,40,48,54554,0.38,1,Laptops Vintage,Biobío,67,1
CLI-02652,23,5,132308,0.74,0,Laptops Vintage,Valparaíso,28,1
